EmployeeID,JobRole,Department,MonthlyIncome,Age,YearsAtCompany,YearsSinceLastPromotion,OverTime,AttritionRiskScore,PersonaName,PersonaDescription,RecommendedIntervention
764,Sales Representative,Sales,2220,34,1,0,Yes,64.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
769,Sales Executive,Sales,8396,40,7,7,No,66.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
777,Sales Representative,Sales,2323,20,2,0,Yes,91.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
778,Laboratory Technician,Research & Development,1416,21,1,1,No,79.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
780,Research Scientist,Research & Development,2461,51,10,2,Yes,60.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
781,Healthcare Representative,Research & Development,8722,28,10,1,No,54.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
782,Laboratory Technician,Research & Development,3955,26,5,1,No,74.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
790,Human Resources,Human Resources,10482,44,20,3,No,71.3,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
792,Sales Executive,Sales,9582,35,8,4,Yes,84.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
793,Research Scientist,Research & Development,4508,33,13,3,No,59.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
797,Laboratory Technician,Research & Development,3691,25,7,5,Yes,54.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
798,Laboratory Technician,Research & Development,2377,26,1,0,No,65.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
799,Research Scientist,Research & Development,2313,33,2,2,Yes,97.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
801,Laboratory Technician,Research & Development,2596,28,1,0,No,75.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
802,Sales Executive,Sales,4728,50,0,0,Yes,66.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
812,Sales Executive,Sales,7351,38,1,0,No,63.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
813,Manufacturing Director,Research & Development,10820,43,8,0,No,51.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
816,Research Scientist,Research & Development,2070,21,2,2,Yes,74.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
817,Laboratory Technician,Research & Development,6782,39,5,0,No,53.0,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
819,Sales Representative,Sales,2791,31,2,2,No,51.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
825,Laboratory Technician,Research & Development,4272,42,1,0,No,85.4,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
826,Manufacturing Director,Research & Development,5056,29,10,1,Yes,61.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
828,Research Scientist,Research & Development,2703,28,3,0,Yes,57.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
830,Sales Executive,Sales,8224,33,5,0,Yes,92.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
831,Laboratory Technician,Research & Development,4766,41,1,0,Yes,81.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
836,Human Resources,Human Resources,4323,35,5,1,No,65.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
839,Sales Executive,Sales,13758,42,21,13,Yes,96.7,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
840,Sales Executive,Sales,5155,42,6,1,No,55.1,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
842,Laboratory Technician,Research & Development,3597,24,4,1,No,78.4,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
843,Laboratory Technician,Research & Development,2515,28,1,0,Yes,56.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
846,Research Scientist,Research & Development,4422,40,1,0,Yes,72.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
850,Sales Executive,Sales,5346,43,4,1,No,88.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
855,Research Scientist,Research & Development,4477,45,3,0,Yes,51.8,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
857,Laboratory Technician,Research & Development,3033,20,2,1,No,87.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
860,Research Scientist,Research & Development,2168,29,5,1,Yes,69.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
861,Research Scientist,Research & Development,2853,22,0,0,Yes,56.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
872,Laboratory Technician,Research & Development,2210,24,1,0,No,53.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
873,Sales Executive,Sales,4539,33,10,0,No,56.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
877,Sales Representative,Sales,2678,20,2,2,No,65.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
881,Laboratory Technician,Research & Development,2743,32,2,2,No,66.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
883,Manufacturing Director,Research & Development,10252,36,7,7,Yes,64.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
885,Sales Executive,Sales,6852,40,5,1,No,74.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
890,Research Scientist,Research & Development,2235,27,9,6,Yes,71.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
893,Research Scientist,Research & Development,1859,19,1,0,Yes,75.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
896,Healthcare Representative,Research & Development,6833,31,6,0,Yes,54.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
902,Laboratory Technician,Research & Development,2559,48,1,0,No,65.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
910,Research Scientist,Research & Development,2994,19,1,0,Yes,74.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
912,Sales Representative,Sales,1118,25,1,1,Yes,98.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
913,Research Scientist,Research & Development,2875,26,8,2,Yes,69.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
914,Manager,Sales,18824,45,24,1,Yes,68.4,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
915,Healthcare Representative,Research & Development,13577,55,33,15,Yes,75.1,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
916,Laboratory Technician,Research & Development,2625,21,2,2,No,93.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
918,Sales Executive,Sales,4538,34,3,0,Yes,76.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
919,Manager,Sales,19847,51,29,11,Yes,61.8,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
922,Laboratory Technician,Research & Development,2154,28,4,0,Yes,87.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
930,Laboratory Technician,Research & Development,3867,28,2,2,Yes,83.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
931,Laboratory Technician,Research & Development,2838,51,7,7,No,70.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
933,Laboratory Technician,Research & Development,3339,29,7,7,Yes,84.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
934,Research Scientist,Research & Development,2080,28,3,1,No,72.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
938,Manager,Research & Development,17123,39,19,15,Yes,84.2,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
941,Research Scientist,Research & Development,3904,39,5,0,No,61.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
942,Laboratory Technician,Research & Development,4627,30,9,6,No,67.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
947,Sales Executive,Sales,9094,40,5,1,Yes,95.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
948,Sales Executive,Sales,8446,52,8,7,Yes,93.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
952,Sales Executive,Sales,6151,41,19,11,No,81.8,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
953,Sales Representative,Sales,2302,31,3,2,Yes,93.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
962,Research Scientist,Research & Development,4249,35,9,1,Yes,81.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
975,Sales Executive,Sales,5071,27,6,0,No,66.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
976,Sales Executive,Sales,13695,55,19,3,Yes,91.4,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
977,Manufacturing Director,Research & Development,13402,56,19,15,Yes,65.4,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
980,Laboratory Technician,Research & Development,5429,34,8,7,No,77.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
981,Sales Representative,Sales,2785,31,1,0,No,79.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
982,Sales Executive,Sales,4614,35,4,3,Yes,85.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
985,Sales Executive,Sales,4724,28,5,0,No,66.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
986,Manufacturing Director,Research & Development,6179,31,10,6,Yes,58.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
987,Sales Executive,Sales,6120,39,5,1,Yes,59.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
992,Sales Executive,Sales,4078,32,3,1,Yes,75.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
996,Research Scientist,Research & Development,4081,43,20,1,Yes,86.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
997,Sales Executive,Sales,5769,27,6,4,Yes,63.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
998,Research Scientist,Research & Development,2394,27,8,7,Yes,73.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1001,Laboratory Technician,Research & Development,2950,52,5,0,No,60.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1004,Laboratory Technician,Research & Development,3229,25,3,0,No,75.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1006,Human Resources,Human Resources,7988,29,10,0,No,67.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1007,Laboratory Technician,Research & Development,4284,49,4,1,No,92.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1008,Healthcare Representative,Research & Development,7553,29,8,7,Yes,76.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1012,Sales Executive,Sales,9278,36,5,0,Yes,74.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1013,Sales Representative,Sales,1359,31,1,0,No,91.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1017,Research Scientist,Research & Development,1261,31,1,0,No,61.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1019,Laboratory Technician,Research & Development,5810,36,10,1,No,58.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1020,Sales Executive,Sales,5647,36,3,0,No,61.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1022,Sales Representative,Sales,4400,25,3,2,No,94.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1033,Laboratory Technician,Research & Development,3646,39,1,0,Yes,81.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1037,Laboratory Technician,Research & Development,3722,31,2,2,Yes,93.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1038,Manufacturing Director,Research & Development,9380,45,3,1,Yes,59.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1040,Human Resources,Human Resources,2742,34,2,2,No,58.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1052,Sales Executive,Sales,4768,44,1,0,No,61.8,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1057,Sales Representative,Sales,2909,28,3,1,No,79.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1058,Sales Executive,Sales,5765,29,5,0,No,98.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1059,Sales Executive,Sales,4599,34,15,10,Yes,91.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1061,Laboratory Technician,Research & Development,3172,24,0,0,Yes,99.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1063,Manufacturing Director,Research & Development,10209,44,2,2,Yes,84.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1067,Laboratory Technician,Research & Development,3838,33,5,0,No,55.4,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1069,Laboratory Technician,Research & Development,2561,28,0,0,No,95.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1078,Research Scientist,Research & Development,2362,29,9,0,No,89.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1083,Laboratory Technician,Research & Development,2272,23,4,1,No,82.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1084,Laboratory Technician,Research & Development,2018,40,5,1,No,66.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1085,Sales Executive,Sales,7083,34,10,8,Yes,73.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1086,Research Scientist,Research & Development,4084,31,7,7,No,56.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1087,Research Director,Research & Development,14411,50,32,13,Yes,94.2,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1088,Sales Representative,Sales,2308,34,11,5,Yes,75.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1089,Laboratory Technician,Research & Development,4841,42,1,0,No,51.8,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1094,Healthcare Representative,Research & Development,10124,42,20,13,Yes,62.1,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1095,Sales Executive,Sales,5473,40,8,7,No,51.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1096,Laboratory Technician,Research & Development,5207,33,15,5,Yes,76.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1098,Laboratory Technician,Research & Development,2296,24,1,0,No,77.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1101,Sales Representative,Sales,2430,35,5,4,No,59.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
